v362_id,region,cadena_productiva,tipo_empresa,tecnologias,nivel_adopcion
49,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
49,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
49,RM,Contenidos creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
49,RM,Contenidos creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
49,RM,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
50,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
50,RM,Contenidos creativos,Empresa,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
50,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
50,RM,Contenidos creativos,Empresa,machine_learning,EARLY ADOPTER (adoptan tecnologías en fase inicial)
50,RM,Contenidos creativos,Empresa,realidad_aumentada_ar,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
50,RM,Contenidos creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
50,RM,Contenidos creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
50,RM,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
50,RM,Contenidos creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
56,RM,Bienes creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
58,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
58,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
58,RM,Contenidos creativos,Empresa,machine_learning,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
58,RM,Contenidos creativos,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
58,RM,Contenidos creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
58,RM,Contenidos creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
62,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
62,RM,Contenidos creativos,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
62,RM,Contenidos creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
62,RM,Contenidos creativos,Empresa,reconocimiento_facial,EARLY ADOPTER (adoptan tecnologías en fase inicial)
62,RM,Contenidos creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
62,RM,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
62,RM,Contenidos creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
62,RM,Contenidos creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
63,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
63,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
63,RM,Contenidos creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
63,RM,Contenidos creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
63,RM,Contenidos creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
64,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
64,RM,Contenidos creativos,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
64,RM,Contenidos creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
64,RM,Contenidos creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
64,RM,Contenidos creativos,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
64,RM,Contenidos creativos,Empresa,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
65,RM,Experiencias creativas,Profesional independiente,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
65,RM,Experiencias creativas,Profesional independiente,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
78,RM,Servicios creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
78,RM,Servicios creativos,Empresa,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
78,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
78,RM,Servicios creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
78,RM,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
78,RM,Servicios creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
80,RM,Contenidos creativos,Profesional independiente,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
80,RM,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
80,RM,Contenidos creativos,Profesional independiente,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
80,RM,Contenidos creativos,Profesional independiente,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
83,RM,Bienes creativos,Profesional independiente,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
83,RM,Bienes creativos,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
83,RM,Bienes creativos,Profesional independiente,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
85,RM,Bienes creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
85,RM,Bienes creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
85,RM,Bienes creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
85,RM,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
85,RM,Bienes creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
86,RM,Servicios creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
86,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
86,RM,Servicios creativos,Empresa,physical_computing,EARLY ADOPTER (adoptan tecnologías en fase inicial)
86,RM,Servicios creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
86,RM,Servicios creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
86,RM,Servicios creativos,Empresa,reconocimiento_facial,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
86,RM,Servicios creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
86,RM,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
86,RM,Servicios creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
86,RM,Servicios creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
87,RM,Experiencias creativas,Profesional independiente,creacion_de_entornos_virtuales,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
87,RM,Experiencias creativas,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
87,RM,Experiencias creativas,Profesional independiente,mocap_motion_capture,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
87,RM,Experiencias creativas,Profesional independiente,physical_computing,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
87,RM,Experiencias creativas,Profesional independiente,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
87,RM,Experiencias creativas,Profesional independiente,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
87,RM,Experiencias creativas,Profesional independiente,vfx_visual_effects,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
88,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
88,RM,Contenidos creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
88,RM,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
89,RM,Experiencias creativas,Empresa,hologramas,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
89,RM,Experiencias creativas,Empresa,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
89,RM,Experiencias creativas,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
89,RM,Experiencias creativas,Empresa,machine_learning,EARLY ADOPTER (adoptan tecnologías en fase inicial)
89,RM,Experiencias creativas,Empresa,physical_computing,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
89,RM,Experiencias creativas,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
90,RM,Experiencias creativas,Profesional independiente,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
90,RM,Experiencias creativas,Profesional independiente,vfx_visual_effects,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
93,RM,Experiencias creativas,Profesional independiente,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
93,RM,Experiencias creativas,Profesional independiente,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
93,RM,Experiencias creativas,Profesional independiente,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
93,RM,Experiencias creativas,Profesional independiente,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
93,RM,Experiencias creativas,Profesional independiente,sonido_inmersivo,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
94,RM,Servicios creativos,Profesional independiente,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
94,RM,Servicios creativos,Profesional independiente,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
96,RM,Experiencias creativas,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
96,RM,Experiencias creativas,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
96,RM,Experiencias creativas,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
96,RM,Experiencias creativas,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
96,RM,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
98,RM,Experiencias creativas,Profesional independiente,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
98,RM,Experiencias creativas,Profesional independiente,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
98,RM,Experiencias creativas,Profesional independiente,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
99,RM,Bienes creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
99,RM,Bienes creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
99,RM,Bienes creativos,Empresa,mocap_motion_capture,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
99,RM,Bienes creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
99,RM,Bienes creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
99,RM,Bienes creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
99,RM,Bienes creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
99,RM,Bienes creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
100,RM,Experiencias creativas,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
100,RM,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
100,RM,Experiencias creativas,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
101,RM,Servicios creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
101,RM,Servicios creativos,Empresa,hologramas,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
101,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
101,RM,Servicios creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
101,RM,Servicios creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
101,RM,Servicios creativos,Empresa,reconocimiento_facial,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
101,RM,Servicios creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
101,RM,Servicios creativos,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
102,RM,Experiencias creativas,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
102,RM,Experiencias creativas,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
105,RM,Experiencias creativas,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
105,RM,Experiencias creativas,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
105,RM,Experiencias creativas,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
105,RM,Experiencias creativas,Empresa,mocap_motion_capture,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
105,RM,Experiencias creativas,Empresa,physical_computing,EARLY ADOPTER (adoptan tecnologías en fase inicial)
105,RM,Experiencias creativas,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
105,RM,Experiencias creativas,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
105,RM,Experiencias creativas,Empresa,reconocimiento_facial,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
105,RM,Experiencias creativas,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
105,RM,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
105,RM,Experiencias creativas,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
105,RM,Experiencias creativas,Empresa,icfvx_in_camera_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
106,RM,Bienes creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
106,RM,Bienes creativos,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
106,RM,Bienes creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
106,RM,Bienes creativos,Empresa,realidad_aumentada_ar,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
106,RM,Bienes creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
106,RM,Bienes creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
106,RM,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
107,RM,Servicios creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
107,RM,Servicios creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
107,RM,Servicios creativos,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
109,RM,Servicios creativos,Empresa,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
110,RM,Experiencias creativas,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
110,RM,Experiencias creativas,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
110,RM,Experiencias creativas,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
110,RM,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
110,RM,Experiencias creativas,Empresa,tecnologia_de_blockchain_cryptographic_token_o_nft,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
112,RM,Servicios creativos,Empresa,machine_learning,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
119,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
124,RM,Experiencias creativas,Profesional independiente,impresion_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
124,RM,Experiencias creativas,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
124,RM,Experiencias creativas,Profesional independiente,realidad_aumentada_ar,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
124,RM,Experiencias creativas,Profesional independiente,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
124,RM,Experiencias creativas,Profesional independiente,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
124,RM,Experiencias creativas,Profesional independiente,tecnologia_de_blockchain_cryptographic_token_o_nft,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
125,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
125,RM,Servicios creativos,Empresa,reconocimiento_facial,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
125,RM,Servicios creativos,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
125,RM,Servicios creativos,Empresa,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
127,RM,Experiencias creativas,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
127,RM,Experiencias creativas,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
127,RM,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
127,RM,Experiencias creativas,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
128,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
130,RM,Contenidos creativos,Profesional independiente,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
130,RM,Contenidos creativos,Profesional independiente,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
130,RM,Contenidos creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
132,RM,Bienes creativos,Empresa,creacion_de_entornos_virtuales,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
132,RM,Bienes creativos,Empresa,hologramas,EARLY ADOPTER (adoptan tecnologías en fase inicial)
132,RM,Bienes creativos,Empresa,physical_computing,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
132,RM,Bienes creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
132,RM,Bienes creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
132,RM,Bienes creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
133,RM,Servicios creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
133,RM,Servicios creativos,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
133,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
133,RM,Servicios creativos,Empresa,mocap_motion_capture,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
133,RM,Servicios creativos,Empresa,physical_computing,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
133,RM,Servicios creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
133,RM,Servicios creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
133,RM,Servicios creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
136,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
136,RM,Contenidos creativos,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
136,RM,Contenidos creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
136,RM,Contenidos creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
136,RM,Contenidos creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
136,RM,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
139,RM,Contenidos creativos,Profesional independiente,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
139,RM,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
139,RM,Contenidos creativos,Profesional independiente,machine_learning,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
139,RM,Contenidos creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
67,O'Higgins,Bienes creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
67,O'Higgins,Bienes creativos,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
67,O'Higgins,Bienes creativos,Empresa,physical_computing,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
67,O'Higgins,Bienes creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
67,O'Higgins,Bienes creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
67,O'Higgins,Bienes creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
67,O'Higgins,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
67,O'Higgins,Bienes creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
67,O'Higgins,Bienes creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
67,O'Higgins,Bienes creativos,Empresa,icfvx_in_camera_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
43,Maule,Contenidos creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
43,Maule,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
70,Maule,Experiencias creativas,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
70,Maule,Experiencias creativas,Empresa,vfx_visual_effects,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
6,Biobío,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
6,Biobío,Contenidos creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
6,Biobío,Contenidos creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
6,Biobío,Contenidos creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
6,Biobío,Contenidos creativos,Empresa,sonido_inmersivo,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
6,Biobío,Contenidos creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
41,Biobío,Experiencias creativas,Profesional independiente,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
61,Biobío,Servicios creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
61,Biobío,Servicios creativos,Empresa,hologramas,EARLY ADOPTER (adoptan tecnologías en fase inicial)
61,Biobío,Servicios creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
61,Biobío,Servicios creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
61,Biobío,Servicios creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
61,Biobío,Servicios creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
108,Biobío,Contenidos creativos,Profesional independiente,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
108,Biobío,Contenidos creativos,Profesional independiente,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
111,Biobío,Bienes creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
111,Biobío,Bienes creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
111,Biobío,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
115,Biobío,Servicios creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
115,Biobío,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
118,Biobío,Bienes creativos,Empresa,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
